contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	contamination	kmer_freq	lifestyle
V-CC1_NODE_3223_length_10412_cov_9.790518	10412	No	NA	16	2	0	Low-quality	Genome-fragment	13.03	0	1	virulent
V-PA1_NODE_184_length_48801_cov_11.857052	48801	No	NA	63	23	1	High-quality	High-quality	100	0	1	virulent
V-CA4_NODE_2566_length_13311_cov_5.207420	13311	No	NA	25	6	0	Low-quality	Genome-fragment	20.12	0	1	temperate
V-PA3_NODE_2190_length_12711_cov_7.004116	12711	No	NA	19	7	0	Low-quality	Genome-fragment	27.24	0	1	virulent
V-PC1_NODE_963_length_40891_cov_6.478120	40891	No	NA	62	12	4	Medium-quality	Genome-fragment	61.56	0	1	temperate
V-CB2_NODE_2292_length_10793_cov_4.372340	10793	No	NA	12	4	0	Low-quality	Genome-fragment	30.25	0	1	virulent
V-PC1_NODE_1711_length_28415_cov_39.262863	28415	No	NA	40	16	0	Medium-quality	Genome-fragment	55.45	0	1	temperate
V-PC4_NODE_123_length_96013_cov_27.949258	96013	No	NA	122	3	3	Medium-quality	Genome-fragment	78.45	0	1	temperate
V-CC4_NODE_1640_length_14936_cov_14.204859	14936	No	NA	23	5	1	Low-quality	Genome-fragment	34.15	0	1	virulent
V-PC1_NODE_6561_length_10191_cov_13.733637	10191	No	NA	11	3	0	Low-quality	Genome-fragment	14.19	0	1	-
V-CC1_NODE_3301_length_10254_cov_6.103469	10254	No	NA	11	2	0	Low-quality	Genome-fragment	14.14	0	1	temperate
V-CB2_NODE_1041_length_20594_cov_15.964371	20594	No	NA	47	6	0	Low-quality	Genome-fragment	20.6	0	1	temperate
V-PC3_NODE_446_length_46912_cov_30.113740	46912	No	NA	72	3	0	Medium-quality	Genome-fragment	55.78	0	1	virulent
V-CB4_NODE_3545_length_11511_cov_27.234913	11511	No	NA	30	1	0	Low-quality	Genome-fragment	7.35	0	1	temperate
V-PB1_NODE_422_length_40578_cov_241.898768	40578	No	NA	52	6	0	High-quality	High-quality	97.7	0	1	virulent
V-PC3_NODE_2774_length_13586_cov_23.595751	13586	No	NA	15	3	0	Low-quality	Genome-fragment	15.66	0	1	-
V-PC1_NODE_1162_length_37272_cov_10.453690	37272	No	NA	63	13	0	Medium-quality	Genome-fragment	76.11	0	1	virulent
V-CA1_NODE_2857_length_11232_cov_5.361542	11232	No	NA	15	5	0	Low-quality	Genome-fragment	24.88	0	1	temperate
V-PC3_NODE_336_length_52043_cov_11.137513	52043	No	NA	59	20	0	Medium-quality	Genome-fragment	82.3	0	1	virulent
V-PA3_NODE_417_length_45915_cov_45.666870	45915	No	NA	68	11	4	Medium-quality	Genome-fragment	88.12	0	1	virulent
V-CB4_NODE_1787_length_21532_cov_4.967187	21532	No	NA	25	7	0	Low-quality	Genome-fragment	45.55	0	1	virulent
V-PA1_NODE_2903_length_10339_cov_3.560027	10339	No	NA	20	6	0	Low-quality	Genome-fragment	15.67	0	1	virulent
V-CC3_NODE_367_length_41834_cov_35.150226	41834	No	NA	65	9	0	Medium-quality	Genome-fragment	54.84	0	1	temperate
V-PC1_NODE_6193_length_10659_cov_5.176621	10659	No	NA	21	1	1	Low-quality	Genome-fragment	12.5	0	1	virulent
V-PB4_NODE_1937_length_11114_cov_16.144061	11114	No	NA	12	1	0	Low-quality	Genome-fragment	20.16	0	1	virulent
V-CA1_NODE_1300_length_19218_cov_6.745625	19218	No	NA	25	4	0	Low-quality	Genome-fragment	43.79	0	1	virulent
V-PC3_NODE_926_length_35468_cov_43.868950	35468	No	NA	58	10	0	Complete	High-quality	100	0	1	temperate
V-CB2_NODE_1876_length_12433_cov_3.293703	12433	No	NA	18	2	0	Low-quality	Genome-fragment	18.45	0	1	virulent
V-PB1_NODE_274_length_45701_cov_7.025338	45701	No	NA	73	2	1	Medium-quality	Genome-fragment	50.57	0	1	virulent
V-PC1_NODE_5004_length_12602_cov_11.674491	12602	No	NA	19	11	0	Low-quality	Genome-fragment	26.33	0	1	virulent
V-CB4_NODE_351_length_56367_cov_7.617428	56367	No	NA	67	8	0	High-quality	High-quality	100	0	1	virulent
V-PA3_NODE_2234_length_12490_cov_9.821639	12490	No	NA	27	1	0	Low-quality	Genome-fragment	16.53	0	1	virulent
V-PB4_NODE_1214_length_16352_cov_17.052535	16352	No	NA	4	1	0	Low-quality	Genome-fragment	26.48	0	1	-
V-PC4_NODE_3147_length_13865_cov_5.407528	13865	No	NA	20	4	0	Low-quality	Genome-fragment	22.33	0	1	virulent
V-CC3_NODE_282_length_44356_cov_5.975948	44356	No	NA	72	12	0	Complete	High-quality	100	0	1	virulent
V-PA4_NODE_330_length_44395_cov_9.121847	44395	No	NA	66	6	1	Medium-quality	Genome-fragment	65.29	0	1	temperate
V-PA2_NODE_1992_length_14640_cov_5.603516	14640	No	NA	23	6	0	Low-quality	Genome-fragment	23.83	0	1	virulent
V-PC4_NODE_2415_length_17731_cov_19.819644	17731	No	NA	30	3	0	Low-quality	Genome-fragment	27.16	0	1	virulent
V-PA1_NODE_1319_length_17458_cov_6.099246	17458	No	NA	18	16	0	Low-quality	Genome-fragment	26.26	0	1	temperate
V-PC3_NODE_3164_length_12173_cov_6.153935	12173	No	NA	16	4	0	Low-quality	Genome-fragment	16.95	0	1	temperate
V-PC2_NODE_2328_length_13411_cov_38.763912	13411	No	NA	19	4	0	Low-quality	Genome-fragment	17.59	0	1	temperate
V-CC4_NODE_1688_length_14710_cov_4.204538	14710	No	NA	23	8	1	Low-quality	Genome-fragment	29.6	0	1	temperate
V-PC3_NODE_746_length_39055_cov_8.508056	39055	No	NA	68	26	0	High-quality	High-quality	91.61	0	1	virulent
V-PC1_NODE_2681_length_20014_cov_28.657270	20014	No	NA	34	4	0	Low-quality	Genome-fragment	22.84	0	1	virulent
V-CA4_NODE_3407_length_10724_cov_4.926834	10724	No	NA	12	3	0	Low-quality	Genome-fragment	20.7	0	1	-
V-PC4_NODE_2279_length_18803_cov_18.762362	18803	No	NA	19	6	0	Low-quality	Genome-fragment	24.35	0	1	virulent
V-CB4_NODE_3188_length_12652_cov_11.255348	12652	No	NA	18	10	1	Low-quality	Genome-fragment	32.15	0	1	virulent
V-PA4_NODE_1494_length_12873_cov_5.856830	12873	No	NA	17	1	0	Low-quality	Genome-fragment	19.26	0	1	temperate
V-CC2_NODE_2045_length_14316_cov_4.626238	14316	No	NA	15	2	1	Low-quality	Genome-fragment	6.82	0	1	virulent
V-CC4_NODE_2226_length_12069_cov_8.320881	12069	No	NA	17	6	0	Low-quality	Genome-fragment	20.34	0	1	virulent
V-CB2_NODE_869_length_23979_cov_5.508158	23979	No	NA	38	5	0	Medium-quality	Genome-fragment	53.37	0	1	virulent
V-PC1_NODE_836_length_43447_cov_21.074429	43447	No	NA	45	11	0	Low-quality	Genome-fragment	17.46	0	1	virulent
V-PA2_NODE_2266_length_13313_cov_3.394077	13313	No	NA	29	1	0	Low-quality	Genome-fragment	4.34	0	1	temperate
V-CC4_NODE_2474_length_11074_cov_14.478403	11074	No	NA	15	1	0	Low-quality	Genome-fragment	23.46	0	1	-
V-CC2_NODE_1603_length_16992_cov_9.899911	16992	No	NA	20	1	0	Low-quality	Genome-fragment	20.6	0	1	virulent
V-CA4_NODE_756_length_35920_cov_4.147365	35920	No	NA	56	9	0	Low-quality	Genome-fragment	38.28	0	1	virulent
V-CC1_NODE_3364_length_10109_cov_2.647927	10109	No	NA	12	1	0	Low-quality	Genome-fragment	15.29	0	1	-
V-CB4_NODE_1982_length_19646_cov_8.142266	19646	No	NA	34	3	3	Low-quality	Genome-fragment	41.79	0	1	virulent
V-CC3_NODE_846_length_27268_cov_11.557501	27268	No	NA	31	12	2	Low-quality	Genome-fragment	46.42	0	1	temperate
V-PC1_NODE_5928_length_11005_cov_30.810395	11005	No	NA	21	1	0	Low-quality	Genome-fragment	9.77	0	1	temperate
V-PB1_NODE_2904_length_10234_cov_3.827508	10234	No	NA	7	1	0	Low-quality	Genome-fragment	13.4	0	1	-
V-CC2_NODE_2134_length_13998_cov_4.724589	13998	No	NA	16	1	0	Low-quality	Genome-fragment	21.63	0	1	virulent
V-PC1_NODE_2675_length_20048_cov_10.335787	20048	No	NA	28	11	0	Medium-quality	Genome-fragment	51.74	0	1	virulent
V-CC4_NODE_444_length_39089_cov_9.847252	39089	No	NA	60	8	0	Medium-quality	Genome-fragment	56.58	0	1	virulent
V-PC4_NODE_459_length_51413_cov_24.554328	51413	No	NA	67	4	1	Low-quality	Genome-fragment	36.1	0	1	virulent
V-PC1_NODE_2467_length_21472_cov_8.278102	21472	No	NA	35	6	0	Low-quality	Genome-fragment	24.85	0	1	virulent
V-CC2_NODE_1103_length_22584_cov_23.382414	22584	No	NA	50	3	0	Low-quality	Genome-fragment	26.99	0	1	virulent
V-PC1_NODE_5743_length_11270_cov_42.836148	11270	No	NA	22	3	0	Medium-quality	Genome-fragment	71.05	0	1	temperate
V-PC2_NODE_372_length_41541_cov_19.606623	41541	No	NA	66	7	1	Low-quality	Genome-fragment	46.17	0	1	virulent
V-PC3_NODE_558_length_43466_cov_11.500403	43466	No	NA	65	5	0	Medium-quality	Genome-fragment	56.11	0	1	virulent
V-PC3_NODE_3109_length_12340_cov_9.319579	12340	No	NA	29	2	0	Low-quality	Genome-fragment	17.25	0	1	virulent
V-CC1_NODE_560_length_33383_cov_5.223323	33383	No	NA	53	8	1	High-quality	High-quality	90.28	0	1	virulent
V-CB1_NODE_2346_length_11868_cov_8.776949	11868	No	NA	11	1	0	Low-quality	Genome-fragment	11.06	0	1	-
V-PC1_NODE_1978_length_25366_cov_8.497410	25366	No	NA	32	1	0	Low-quality	Genome-fragment	13.77	0	1	virulent
V-PC3_NODE_1339_length_26266_cov_6.133148	26266	No	NA	45	6	0	Medium-quality	Genome-fragment	68.3	0	1	temperate
V-PA1_NODE_640_length_31186_cov_3.797486	31186	No	NA	43	8	3	Low-quality	Genome-fragment	43.64	0	1	temperate
V-CC4_NODE_642_length_30926_cov_63.108204	30926	No	NA	48	4	1	Low-quality	Genome-fragment	40.07	0	1	temperate
V-PC4_NODE_823_length_41334_cov_12.242747	41334	No	NA	58	8	3	High-quality	High-quality	96.54	0	1	virulent
V-PA2_NODE_1349_length_19886_cov_13.677116	19886	No	NA	38	2	1	Low-quality	Genome-fragment	32.71	0	1	temperate
V-PA4_NODE_254_length_47994_cov_20.624058	47994	No	NA	63	6	0	High-quality	High-quality	100	0	1	virulent
V-PA3_NODE_1908_length_14414_cov_3.962614	14414	No	NA	27	3	0	Low-quality	Genome-fragment	15.14	0	1	temperate
V-CC2_NODE_1259_length_20404_cov_28.477395	20404	No	NA	20	4	2	Low-quality	Genome-fragment	22.26	0	1	virulent
V-CB4_NODE_1390_length_28135_cov_8.573419	28135	No	NA	41	12	0	Medium-quality	Genome-fragment	77.01	0	1	virulent
V-PC3_NODE_1128_length_30533_cov_8.773936	30533	No	NA	43	7	0	Medium-quality	Genome-fragment	64.08	0	1	temperate
V-CA4_NODE_1546_length_19524_cov_5.025402	19524	No	NA	30	4	0	Low-quality	Genome-fragment	8.82	0	1	virulent
V-CA2_NODE_965_length_23730_cov_9.554433	23730	No	NA	32	5	0	Medium-quality	Genome-fragment	66.78	0	1	temperate
V-CC3_NODE_3075_length_10359_cov_4.339234	10359	No	NA	16	1	1	Low-quality	Genome-fragment	6.5	0	1	virulent
V-PB4_NODE_485_length_39969_cov_6.457636	39969	No	NA	63	8	0	Medium-quality	Genome-fragment	57.59	0	1	temperate
V-CC4_NODE_1965_length_13243_cov_33.601701	13243	No	NA	25	1	1	Low-quality	Genome-fragment	5.03	0	1	-
V-PC3_NODE_507_length_44593_cov_460.386962	44593	No	NA	63	4	4	Complete	High-quality	100	0	1	virulent
V-CC2_NODE_527_length_38824_cov_6.613054	38824	No	NA	65	9	0	High-quality	High-quality	100	0	1	temperate
V-PB4_NODE_1241_length_16107_cov_57.657517	16107	No	NA	27	3	1	Low-quality	Genome-fragment	11.07	0	1	-
V-PC1_NODE_465_length_56182_cov_20.435701	56182	No	NA	80	21	1	Medium-quality	Genome-fragment	73.11	0	1	virulent
V-CB1_NODE_729_length_25772_cov_5.305234	25772	No	NA	36	10	1	Medium-quality	Genome-fragment	59.94	0	1	virulent
V-PC3_NODE_1380_length_25592_cov_47.868352	25592	No	NA	31	10	1	Low-quality	Genome-fragment	45.87	0	1	temperate
V-PC2_NODE_230_length_46189_cov_24.246075	46189	No	NA	57	23	0	High-quality	High-quality	99.65	0	1	virulent
V-CC3_NODE_303_length_43850_cov_9.208439	43850	No	NA	53	9	0	Medium-quality	Genome-fragment	61.46	0	1	temperate
V-PA3_NODE_2501_length_11206_cov_8.645970	11206	No	NA	26	1	1	Low-quality	Genome-fragment	26.66	0	1	temperate
V-PC2_NODE_499_length_38361_cov_6.509586	38361	No	NA	62	9	1	High-quality	High-quality	94.48	0	1	temperate
V-PC1_NODE_323_length_64620_cov_24.019413	64620	No	NA	94	5	2	Medium-quality	Genome-fragment	77.71	0	1	temperate
V-CA4_NODE_2626_length_13085_cov_19.024831	13085	No	NA	29	4	0	Low-quality	Genome-fragment	13.08	0	1	virulent
V-PC4_NODE_1775_length_23948_cov_6.308073	23948	No	NA	42	6	0	Low-quality	Genome-fragment	29.3	0	1	virulent
V-CB3_NODE_1311_length_13212_cov_13.837000	13212	No	NA	16	1	0	Low-quality	Genome-fragment	32.04	0	1	-
V-PC3_NODE_1028_length_32936_cov_12.403816	32936	No	NA	43	7	0	Medium-quality	Genome-fragment	57.63	0	1	virulent
V-PC3_NODE_975_length_33933_cov_13.339113	33933	No	NA	42	5	0	Low-quality	Genome-fragment	35.4	0	1	temperate
V-PB3_NODE_162_length_62876_cov_8.121976	62876	No	NA	109	8	2	Medium-quality	Genome-fragment	72.55	0	1	virulent
V-CA4_NODE_2899_length_12187_cov_4.306689	12187	No	NA	22	2	0	Low-quality	Genome-fragment	19.89	0	1	virulent
V-PA3_NODE_1875_length_14602_cov_4.900998	14602	No	NA	23	1	0	Low-quality	Genome-fragment	9.45	0	1	temperate
V-PC4_NODE_838_length_41077_cov_12.196390	41077	No	NA	54	5	1	Low-quality	Genome-fragment	39.89	0	1	virulent
V-CC1_NODE_559_length_33409_cov_6.277301	33409	No	NA	59	4	2	Medium-quality	Genome-fragment	57.99	0	1	temperate
V-CB3_NODE_101_length_56545_cov_32.015797	56545	No	NA	82	8	0	Medium-quality	Genome-fragment	65.51	0	1	virulent
V-PC3_NODE_1328_length_26434_cov_10.439504	26434	No	NA	46	13	0	Medium-quality	Genome-fragment	81.3	0	1	virulent
V-PB2_NODE_1671_length_13512_cov_5.036844	13512	No	NA	27	4	1	Low-quality	Genome-fragment	16.88	0	1	temperate
V-CC1_NODE_3042_length_10856_cov_10.379720	10856	No	NA	27	2	0	Low-quality	Genome-fragment	5.13	0	1	virulent
V-PC4_NODE_142_length_90602_cov_13.337542	90602	No	NA	111	12	4	High-quality	High-quality	91	0	1	virulent
V-PC3_NODE_1581_length_22657_cov_111.715943	22657	No	NA	39	13	0	Medium-quality	Genome-fragment	64.62	0	1	virulent
V-PA4_NODE_903_length_20840_cov_16.003660	20840	No	NA	31	4	0	Low-quality	Genome-fragment	15.39	0	1	virulent
V-PA4_NODE_187_length_53569_cov_12.017629	53569	No	NA	83	13	1	High-quality	High-quality	90.23	0	1	virulent
V-PC2_NODE_2424_length_12996_cov_54.394845	12996	No	NA	25	5	0	Low-quality	Genome-fragment	41.95	0	1	temperate
V-CA3_NODE_370_length_45079_cov_26.030732	45079	No	NA	58	12	0	High-quality	High-quality	100	0	1	temperate
V-PA1_NODE_1535_length_15770_cov_27.776333	15770	No	NA	32	1	0	Low-quality	Genome-fragment	15.51	0	1	temperate
V-CB4_NODE_415_length_52761_cov_11.404297	52761	No	NA	80	9	1	High-quality	High-quality	100	0	1	virulent
V-CC2_NODE_2115_length_14041_cov_5.083142	14041	No	NA	19	1	0	Low-quality	Genome-fragment	33.1	0	1	virulent
V-CB1_NODE_2887_length_10307_cov_4.643500	10307	No	NA	19	5	0	Low-quality	Genome-fragment	18.38	0	1	temperate
V-PA2_NODE_794_length_32199_cov_22.365233	32199	No	NA	42	4	0	Low-quality	Genome-fragment	49.81	0	1	virulent
V-CC2_NODE_637_length_36198_cov_52.647823	36198	No	NA	52	12	2	High-quality	High-quality	100	0	1	temperate
V-PC2_NODE_3441_length_10066_cov_5.741916	10066	No	NA	9	4	0	Low-quality	Genome-fragment	20.64	0	1	temperate
V-CB4_NODE_1143_length_33911_cov_5.328752	33911	No	NA	71	4	1	Low-quality	Genome-fragment	28.49	0	1	virulent
V-PC1_NODE_567_length_50940_cov_6.334801	50940	No	NA	70	11	0	Low-quality	Genome-fragment	47.62	0	1	virulent
V-PC1_NODE_4610_length_13376_cov_10.931799	13376	No	NA	30	8	0	Low-quality	Genome-fragment	20.98	0	1	temperate
V-PB1_NODE_2103_length_12863_cov_8.227593	12863	No	NA	14	7	0	Low-quality	Genome-fragment	34.76	0	1	virulent
V-PB2_NODE_1385_length_15817_cov_20.790724	15817	No	NA	23	2	1	Low-quality	Genome-fragment	17.72	0	1	virulent
V-CC4_NODE_868_length_24981_cov_8.081915	24981	No	NA	32	4	0	Low-quality	Genome-fragment	20.16	0	1	virulent
V-PC3_NODE_3078_length_12422_cov_59.228190	12422	No	NA	15	11	0	Low-quality	Genome-fragment	35.01	0	1	temperate
V-PC4_NODE_3728_length_11912_cov_5.044529	11912	No	NA	18	2	0	Low-quality	Genome-fragment	9.84	0	1	temperate
V-CB1_NODE_749_length_25294_cov_5.873220	25294	No	NA	59	14	0	Medium-quality	Genome-fragment	55.67	0	1	temperate
V-PB3_NODE_430_length_45633_cov_6.184388	45633	No	NA	61	1	0	Low-quality	Genome-fragment	42.15	0	1	virulent
V-CA1_NODE_1444_length_17826_cov_4.165812	17826	No	NA	36	7	0	Low-quality	Genome-fragment	43.1	0	1	virulent
V-PC4_NODE_1956_length_21610_cov_6.565504	21610	No	NA	31	1	2	Low-quality	Genome-fragment	37.06	0	1	virulent
V-PC3_NODE_473_length_45788_cov_7.647809	45788	No	NA	63	14	2	Medium-quality	Genome-fragment	59.56	0	1	virulent
V-CB2_NODE_2329_length_10640_cov_9.523147	10640	No	NA	25	3	1	Low-quality	Genome-fragment	25.74	0	1	virulent
V-PC2_NODE_449_length_39449_cov_5.209464	39449	No	NA	42	6	0	Medium-quality	Genome-fragment	63.61	0	1	virulent
V-PC3_NODE_1549_length_22982_cov_8.187470	22982	No	NA	42	10	0	Low-quality	Genome-fragment	30.89	0	1	virulent
V-CB4_NODE_414_length_52800_cov_24.980938	52800	No	NA	81	18	1	Complete	High-quality	100	0	1	virulent
V-CB1_NODE_2033_length_13044_cov_6.404180	13044	No	NA	24	2	0	Low-quality	Genome-fragment	28.28	0	1	-
V-PC4_NODE_804_length_41652_cov_12.286807	41652	No	NA	59	5	0	Complete	High-quality	100	0	1	virulent
V-PC4_NODE_2341_length_18296_cov_6.538998	18296	No	NA	28	5	2	Low-quality	Genome-fragment	42.99	0	1	virulent
V-CC2_NODE_2016_length_14421_cov_16.232292	14421	No	NA	23	4	2	Low-quality	Genome-fragment	21.33	0	1	virulent
V-CA2_NODE_1462_length_16703_cov_50.594491	16703	No	NA	19	2	1	Low-quality	Genome-fragment	25.94	0	1	virulent
V-CC1_NODE_97_length_57887_cov_13.669331	57887	No	NA	97	14	3	Medium-quality	Genome-fragment	64.15	0	1	virulent
V-PB4_NODE_320_length_45586_cov_9.433431	45586	No	NA	72	4	1	Complete	High-quality	100	0	1	virulent
V-PC2_NODE_2200_length_13932_cov_5.230458	13932	No	NA	14	3	0	Low-quality	Genome-fragment	24.92	0	1	temperate
V-CB1_NODE_2176_length_12457_cov_3.493780	12457	No	NA	25	9	0	Low-quality	Genome-fragment	25.63	0	1	virulent
V-CC4_NODE_1515_length_15810_cov_5.616348	15810	No	NA	17	4	0	Low-quality	Genome-fragment	30.03	0	1	virulent
V-PC3_NODE_3707_length_10685_cov_9.662142	10685	No	NA	27	11	1	Low-quality	Genome-fragment	30.94	0	1	virulent
V-CB1_NODE_341_length_41074_cov_6.464619	41074	No	NA	62	6	1	Complete	High-quality	100	0	1	virulent
V-CC1_NODE_1946_length_14746_cov_4.573863	14746	No	NA	24	2	1	Low-quality	Genome-fragment	27.87	0	1	-
V-PC3_NODE_2284_length_15953_cov_15.572373	15953	No	NA	24	5	0	Low-quality	Genome-fragment	47.87	0	1	virulent
V-PC1_NODE_3563_length_16242_cov_13.054995	16242	No	NA	19	1	0	Low-quality	Genome-fragment	24.41	0	1	-
V-CB2_NODE_2273_length_10868_cov_3.488833	10868	No	NA	13	5	0	Low-quality	Genome-fragment	10.69	0	1	virulent
V-PC1_NODE_5965_length_10966_cov_16.078336	10966	No	NA	17	1	1	Low-quality	Genome-fragment	4.44	0	1	virulent
V-PB2_NODE_1630_length_13904_cov_65.819990	13904	No	NA	28	1	0	Low-quality	Genome-fragment	27.48	0	1	temperate
V-CA4_NODE_1267_length_23467_cov_415.807653	23467	No	NA	28	5	0	Low-quality	Genome-fragment	30.81	0	1	-
V-PB3_NODE_1086_length_24745_cov_4.435706	24745	No	NA	38	6	1	Low-quality	Genome-fragment	23.88	0	1	virulent
V-CA4_NODE_2406_length_13987_cov_47.346801	13987	No	NA	28	4	0	Low-quality	Genome-fragment	24.31	0	1	virulent
V-PA2_NODE_1888_length_15201_cov_4.282399	15201	No	NA	30	5	0	Low-quality	Genome-fragment	17.64	0	1	temperate
V-CC3_NODE_2461_length_12254_cov_13.515480	12254	No	NA	25	4	0	Low-quality	Genome-fragment	16.31	0	1	virulent
V-CA4_NODE_3714_length_10103_cov_2.776182	10103	No	NA	23	2	0	Low-quality	Genome-fragment	6.44	0	1	virulent
V-CC3_NODE_309_length_43815_cov_8.969454	43815	No	NA	80	10	0	Medium-quality	Genome-fragment	64.7	0	1	virulent
V-PA2_NODE_1997_length_14620_cov_5.408925	14620	No	NA	39	3	0	Low-quality	Genome-fragment	7.33	0	1	virulent
V-CC2_NODE_103_length_62146_cov_22.108830	62146	No	NA	77	6	0	Medium-quality	Genome-fragment	77.11	0	1	virulent
V-CA3_NODE_2198_length_12155_cov_4.761136	12155	No	NA	25	3	0	Low-quality	Genome-fragment	10.57	0	1	virulent
V-PA4_NODE_96_length_68424_cov_38.761804	68424	No	NA	105	14	9	Complete	High-quality	100	0	1	virulent
V-CB4_NODE_4025_length_10262_cov_5.722828	10262	No	NA	13	2	0	Low-quality	Genome-fragment	21.92	0	1	virulent
V-CC1_NODE_117_length_55207_cov_4.956757	55207	No	NA	69	4	2	Medium-quality	Genome-fragment	86.14	0	1	virulent
V-PA3_NODE_2379_length_11728_cov_3.474037	11728	No	NA	25	4	1	Low-quality	Genome-fragment	10.12	0	1	virulent
V-CA1_NODE_156_length_55886_cov_5.229264	55886	No	NA	87	8	0	Medium-quality	Genome-fragment	78.35	0	1	virulent
V-CB2_NODE_1468_length_15014_cov_4.347325	15014	No	NA	17	6	0	Low-quality	Genome-fragment	37.8	0	1	temperate
V-PC4_NODE_2144_length_20064_cov_20.081953	20064	No	NA	31	4	0	Low-quality	Genome-fragment	44.65	0	1	virulent
V-PB4_NODE_624_length_32873_cov_43.135352	32873	No	NA	39	7	0	Low-quality	Genome-fragment	34.82	0	1	temperate
V-PC1_NODE_1509_length_31425_cov_6.288727	31425	No	NA	42	5	0	Medium-quality	Genome-fragment	73.61	0	1	virulent
V-CA1_NODE_603_length_34714_cov_5.550221	34714	No	NA	49	11	3	Medium-quality	Genome-fragment	55.6	0	1	virulent
V-PB4_NODE_1641_length_12909_cov_17.532263	12909	No	NA	24	1	0	Low-quality	Genome-fragment	22.91	0	1	virulent
V-PA3_NODE_2115_length_13101_cov_9.956849	13101	No	NA	27	1	0	Low-quality	Genome-fragment	31.17	0	1	temperate
V-PC2_NODE_846_length_28610_cov_36.979427	28610	No	NA	53	1	0	Low-quality	Genome-fragment	19	0	1	-
V-PC2_NODE_1436_length_18554_cov_6.779131	18554	No	NA	22	2	0	Low-quality	Genome-fragment	24.58	0	1	-
V-PC2_NODE_587_length_35898_cov_11.470283	35898	No	NA	59	10	0	Complete	High-quality	100	0	1	virulent
V-PA2_NODE_2436_length_12605_cov_5.861670	12605	No	NA	19	6	0	Low-quality	Genome-fragment	29.02	0	1	virulent
V-PC1_NODE_5182_length_12229_cov_6.066327	12229	No	NA	24	6	0	Low-quality	Genome-fragment	6.48	0	1	virulent
V-CA1_NODE_1062_length_22394_cov_4.156607	22394	No	NA	32	5	1	Low-quality	Genome-fragment	32.28	0	1	virulent
V-PC1_NODE_3824_length_15387_cov_9.639647	15387	No	NA	32	6	2	Low-quality	Genome-fragment	7.92	0	1	virulent
V-CC1_NODE_509_length_35408_cov_29.392007	35408	No	NA	44	14	3	Medium-quality	Genome-fragment	55.23	0	1	temperate
V-CA4_NODE_3310_length_10989_cov_11.677694	10989	No	NA	26	3	1	Low-quality	Genome-fragment	11.88	0	1	temperate
V-PC1_NODE_3599_length_16152_cov_43.900404	16152	No	NA	43	3	0	Low-quality	Genome-fragment	12.49	0	1	virulent
V-CC1_NODE_389_length_40005_cov_4.999725	40005	No	NA	57	13	1	High-quality	High-quality	100	0	1	virulent
V-PC2_NODE_2641_length_12277_cov_4.970902	12277	No	NA	10	1	1	Low-quality	Genome-fragment	20.35	0	1	-
V-PC1_NODE_2938_length_18642_cov_26.657312	18642	No	NA	25	7	0	Medium-quality	Genome-fragment	51.76	0	1	virulent
V-PC4_NODE_933_length_39687_cov_44.621434	39687	No	NA	53	4	3	Medium-quality	Genome-fragment	50.65	0	1	virulent
V-PC4_NODE_379_length_55926_cov_22.445397	55926	No	NA	79	17	3	Medium-quality	Genome-fragment	79.02	0	1	virulent
V-PC2_NODE_1345_length_19532_cov_14.133076	19532	No	NA	26	4	1	Low-quality	Genome-fragment	22.57	0	1	temperate
V-PC1_NODE_3453_length_16668_cov_6.266952	16668	No	NA	21	3	0	Low-quality	Genome-fragment	8.88	0	1	virulent
V-PC3_NODE_2546_length_14577_cov_13.854897	14577	No	NA	21	9	1	Low-quality	Genome-fragment	31.91	0	1	temperate
V-PC4_NODE_2997_length_14524_cov_5.177615	14524	No	NA	15	6	0	Low-quality	Genome-fragment	41.19	0	1	temperate
V-PC2_NODE_364_length_41703_cov_19.176356	41703	No	NA	68	26	0	Complete	High-quality	100	0	1	virulent
